"Points:0","Points:1","Points:2","U:0","U:1","U:2","p"
0.096047,0.0099953,0,10.029,-0.0010317,-1.8273e-07,6.9063
0.09145,0.0099955,0,10.027,-0.0010957,-1.725e-07,6.9291
0.10314,0.0099949,0,10.033,-0.00091683,-1.9933e-07,6.8706
0.10808,0.0099947,0,10.035,-0.00082454,-2.115e-07,6.8453
0.11639,0.0099943,0,10.039,-0.00062732,-2.3438e-07,6.8017
0.1247,0.0099939,0,10.044,-0.00038515,-2.6e-07,6.7572
0.13302,0.0099935,0,10.048,-9.3969e-05,-2.8875e-07,6.712
0.14133,0.0099931,0,10.053,0.00025141,-3.2125e-07,6.6662
0.14965,0.0099926,0,10.057,0.00065747,-3.5825e-07,6.6201
0.15796,0.0099922,0,10.062,0.0011322,-4e-07,6.5738
0.16627,0.0099918,0,10.067,0.0016849,-4.4725e-07,6.5275
0.17459,0.0099914,0,10.071,0.0023273,-5.0088e-07,6.4814
0.1829,0.009991,0,10.076,0.003073,-5.62e-07,6.4356
0.19121,0.0099906,0,10.08,0.0039385,-6.315e-07,6.3904
0.19953,0.0099902,0,10.085,0.0049439,-7.1111e-07,6.346
0.20785,0.00999,0,10.089,0.0061148,-8.0211e-07,6.3029
0.21618,0.0099899,0,10.093,0.0074808,-9.0675e-07,6.2615
0.22451,0.0099899,0,10.097,0.0090772,-1.027e-06,6.2224
0.23284,0.0099899,0,10.101,0.010948,-1.1661e-06,6.1864
0.24117,0.0099898,0,10.104,0.013149,-1.3266e-06,6.1543
0.2495,0.0099897,0,10.106,0.015749,-1.5138e-06,6.1276
0.25784,0.0099897,0,10.108,0.018834,-1.7311e-06,6.1078
0.26616,0.0099896,0,10.109,0.022516,-1.9864e-06,6.097
0.27449,0.0099895,0,10.109,0.026938,-2.2843e-06,6.0982
0.28282,0.0099894,0,10.107,0.032287,-2.6356e-06,6.1151
0.29115,0.0099893,0,10.103,0.038811,-3.0433e-06,6.1527
0.29947,0.0099891,0,10.097,0.046844,-3.5157e-06,6.2177
0.3078,0.0099889,0,10.086,0.056852,-4.0399e-06,6.3191
0.31612,0.0099887,0,10.071,0.069496,-4.576e-06,6.4694
0.32444,0.0099884,0,10.049,0.085749,-5.0196e-06,6.6858
0.33276,0.009988,0,10.017,0.10712,-5.0033e-06,6.9924
0.34107,0.0099876,0,9.9726,0.13601,-4.0167e-06,7.4237
0.35136,0.0099904,0,9.8878,0.19098,3.2943e-06,8.234
0.34938,0.0099879,0,9.9094,0.1766,6.2473e-07,8.0301
0.35769,0.013029,0,9.852,0.27326,1.5211e-05,8.5661
0.37429,0.010175,0,9.5029,0.50058,0.00017308,11.753
0.37429,0.010175,0,9.5029,0.50058,0.00017308,11.753
0.37429,0.010175,0,9.5029,0.50058,0.00017308,11.753
0.38262,0.0103,0,9.2409,0.81258,0.00045151,13.99
0.38262,0.0103,0,9.2409,0.81258,0.00045151,13.99
0.38262,0.0103,0,9.2409,0.81258,0.00045151,13.99
0.39102,0.010519,0,8.9496,1.5071,0.0011853,16.13
0.39102,0.010519,0,8.9496,1.5071,0.0011853,16.13
0.39102,0.010519,0,8.9496,1.5071,0.0011853,16.13
0.39102,0.010519,0,8.9496,1.5071,0.0011853,16.13
0.39102,0.010519,0,8.9496,1.5071,0.0011853,16.13
0.39102,0.010519,0,8.9496,1.5071,0.0011853,16.13
0.39953,0.01074,0,9.2596,2.8533,0.0015914,10.204
0.39953,0.01074,0,9.2596,2.8533,0.0015914,10.204
0.40805,0.010834,0,10.95,3.3845,-0.0056083,-10.206
0.40805,0.010834,0,10.95,3.3845,-0.0056083,-10.206
0.40805,0.010834,0,10.95,3.3845,-0.0056083,-10.206
0.40805,0.010834,0,10.95,3.3845,-0.0056083,-10.206
0.41665,0.010274,0,11.382,2.5444,0.0036824,-21.689
0.41648,0.010862,0,11.635,2.59,8.926e-06,-21.095
0.53334,0.010762,0,7.1812,-0.59179,0.0021552,-13.873
0.53411,0.010695,0,7.2458,-0.60983,0.0021419,-13.647
0.54174,0.010788,0,8.0034,-0.70599,0.0019364,-12.459
0.54161,0.010309,0,7.4059,-0.66324,0.0019764,-12.505
0.5414,0.010774,0,7.9583,-0.70086,0.0019521,-12.55
0.55009,0.010888,0,8.7933,-0.81309,0.0016148,-11.4
0.55843,0.010865,0,9.2377,-0.89173,0.0012806,-10.022
0.55843,0.010865,0,9.2377,-0.89173,0.0012806,-10.022
0.55843,0.010865,0,9.2377,-0.89173,0.0012806,-10.022
0.56676,0.010859,0,9.593,-0.96387,0.00096166,-8.6965
0.5681,0.010856,0,9.6415,-0.9764,0.00091818,-8.4976
0.56676,0.010859,0,9.593,-0.96387,0.00096166,-8.6965
0.56676,0.010859,0,9.593,-0.96387,0.00096166,-8.6965
0.56676,0.010859,0,9.593,-0.96387,0.00096166,-8.6965
0.56676,0.010859,0,9.593,-0.96387,0.00096166,-8.6965
0.56676,0.010859,0,9.593,-0.96387,0.00096166,-8.6965
0.5751,0.010829,0,9.8575,-1.0426,0.00070511,-7.3493
0.5751,0.010829,0,9.8575,-1.0426,0.00070511,-7.3493
0.5751,0.010829,0,9.8575,-1.0426,0.00070511,-7.3493
0.5751,0.010829,0,9.8575,-1.0426,0.00070511,-7.3493
0.58346,0.010797,0,10.014,-1.1617,0.00048012,-5.5669
0.59184,0.010725,0,9.9331,-1.2172,0.00027042,-2.153
0.59184,0.010725,0,9.9331,-1.2172,0.00027042,-2.153
0.60304,0.010171,0,9.621,-0.95225,9.2874e-05,2.4569
0.60019,0.0093484,0,9.3602,-1.0844,0.00035427,1.7325
0.60025,0.010599,0,9.7391,-1.0514,8.9178e-05,1.5812
0.60025,0.010599,0,9.7391,-1.0514,8.9178e-05,1.5812
0.60025,0.010599,0,9.7391,-1.0514,8.9178e-05,1.5812
0.60025,0.010599,0,9.7391,-1.0514,8.9178e-05,1.5812
0.60833,0.0099999,0,9.5693,-0.78052,1.5466e-05,3.5438
0.60833,0.0099999,0,9.5693,-0.78052,1.5466e-05,3.5438
0.61667,0.01,0,9.6221,-0.59317,-6.6247e-05,3.4982
0.61667,0.01,0,9.6221,-0.59317,-6.6247e-05,3.4982
0.61667,0.01,0,9.6221,-0.59317,-6.6247e-05,3.4982
0.625,0.01,0,9.5917,-0.46077,3.0364e-05,3.0986
0.625,0.01,0,9.5917,-0.46077,3.0364e-05,3.0986
0.625,0.01,0,9.5917,-0.46077,3.0364e-05,3.0986
0.6671,0.01,0,9.8567,-0.18439,5.1859e-05,1.6646
0.66667,0.01487,0,10.402,-0.18797,-2.9508e-05,1.5107
0.67918,0.01,0,9.8826,-0.15353,6.6456e-05,1.4576
0.675,0.01,0,9.8754,-0.16275,6.1624e-05,1.5203
0.69166,0.01,0,9.8998,-0.12929,8.0209e-05,1.2938
0.69167,0.01,0,9.8998,-0.12928,8.0214e-05,1.2937
0.70556,0.01,0,9.9095,-0.10973,9.3583e-05,1.1635
0.7,0.01,0,9.9066,-0.11674,8.8499e-05,1.2102
0.71667,0.01,0,9.9134,-0.097338,0.00010315,1.0805
0.71667,0.01,0,9.9134,-0.097337,0.00010315,1.0805
0.725,0.01,0,9.9144,-0.08978,0.00010965,1.029
0.73333,0.01,0,9.9143,-0.083317,0.0001157,0.98386
0.74167,0.01,0,9.9135,-0.077762,0.00012138,0.94359
0.74167,0.01,0,9.9135,-0.077762,0.00012138,0.94359
0.75833,0.01,0,9.9103,-0.068821,0.00013184,0.87317
0.75833,0.01,0,9.9103,-0.068821,0.00013184,0.87317
0.76667,0.01,0,9.9082,-0.065216,0.00013672,0.8414
0.76667,0.01,0,9.9082,-0.065216,0.00013672,0.8414
0.78333,0.01,0,9.9038,-0.059329,0.00014595,0.78195
0.78333,0.01,0,9.9038,-0.059329,0.00014595,0.78195
0.79444,0.01,0,9.9009,-0.056216,0.00015141,0.74417
0.79167,0.01,0,9.9016,-0.056921,0.00015016,0.7535
0.80833,0.01,0,9.8975,-0.052938,0.0001573,0.69778
0.82083,0.01,0,9.8948,-0.050557,0.00016179,0.65629
0.81667,0.01,0,9.8957,-0.051288,0.00016038,0.67013
0.83333,0.01,0,9.8926,-0.048526,0.00016576,0.61464
0.84583,0.01,0,9.8909,-0.046848,0.00016904,0.57251
0.84167,0.01,0,9.8914,-0.047367,0.00016805,0.58663
0.85556,0.01,0,9.8899,-0.04571,0.00017116,0.53937
0.85833,0.01,0,9.8897,-0.0454,0.00017172,0.52987
0.87167,0.01,0,9.8891,-0.044109,0.00017367,0.48356
0.86667,0.01,0,9.8892,-0.044562,0.00017306,0.50105
0.88056,0.01,0,9.889,-0.04335,0.00017454,0.45227
0.88333,0.01,0,9.889,-0.043122,0.00017477,0.44244
0.89667,0.01,0,9.8896,-0.042161,0.00017526,0.39455
0.89167,0.01,0,9.8893,-0.042501,0.00017517,0.41264
0.90556,0.01,0,9.8902,-0.04159,0.00017525,0.36217
0.91042,0.01,0,9.8907,-0.041299,0.00017515,0.3443
0.90833,0.01,0,9.8905,-0.041417,0.00017522,0.35201
0.92976,0.01,0,9.8934,-0.040283,0.00017415,0.27201
0.93583,0.01,0,9.8945,-0.040003,0.0001737,0.24895
0.93333,0.01,0,9.894,-0.040112,0.0001739,0.2585
0.95,0.01,0,9.8975,-0.039416,0.00017245,0.19443
0.96029,0.01,0,9.9001,-0.039056,0.00017133,0.1541
0.95833,0.01,0,9.8995,-0.039112,0.00017159,0.16187
0.975,0.01,0,9.9042,-0.038622,0.00016876,0.095806
0.98742,0.01,0,9.9081,-0.038559,0.00017064,0.047308
0.98333,0.01,0,9.9066,-0.038705,0.00016942,0.061857
0,0.015,0,10,0,0,7.198
0.0083136,0.015,0,10,-0.0004052,-2.19e-08,7.1959
0.016627,0.014999,0,10.001,-0.00079628,-4.3875e-08,7.1885
0.024941,0.014999,0,10.002,-0.0011584,-5.8625e-08,7.1751
0.033255,0.014998,0,10.004,-0.0014792,-7.2125e-08,7.1564
0.041568,0.014998,0,10.007,-0.0017514,-8.525e-08,7.1334
0.049882,0.014997,0,10.009,-0.001972,-9.8375e-08,7.1064
0.058195,0.014997,0,10.012,-0.0021408,-1.115e-07,7.0761
0.069851,0.014997,0,10.017,-0.0022861,-1.3113e-07,7.0283
0.066509,0.014997,0,10.016,-0.0022587,-1.2525e-07,7.0427
0.07934,0.014996,0,10.021,-0.0023377,-1.483e-07,6.9861
0.083136,0.014996,0,10.023,-0.0023468,-1.5537e-07,6.9687
0.096045,0.014995,0,10.029,-0.0022786,-1.8248e-07,6.9057
0.09145,0.017626,0,10.027,-0.0029722,-1.7218e-07,6.9286
0.09145,0.014996,0,10.027,-0.0023195,-1.7225e-07,6.9287
0.10314,0.014995,0,10.033,-0.0021962,-1.9913e-07,6.8698
0.099763,0.017125,0,10.031,-0.0027918,-1.9064e-07,6.887
0.10808,0.014995,0,10.035,-0.0021242,-2.1137e-07,6.8443
0.11639,0.018342,0,10.04,-0.0028552,-2.3438e-07,6.7997
0.11639,0.014994,0,10.04,-0.0019543,-2.3438e-07,6.8004
0.1247,0.014994,0,10.044,-0.0017332,-2.6e-07,6.7556
0.13302,0.014993,0,10.049,-0.0014572,-2.8875e-07,6.7101
0.14133,0.014993,0,10.053,-0.0011211,-3.2138e-07,6.664
0.14965,0.014993,0,10.058,-0.0007179,-3.5825e-07,6.6175
0.15796,0.014992,0,10.063,-0.00023942,-3.9988e-07,6.5707
0.16627,0.014992,0,10.067,0.00032487,-4.47e-07,6.5239
0.17459,0.014991,0,10.072,0.00098791,-5.0038e-07,6.4771
0.1829,0.014991,0,10.077,0.0017653,-5.6112e-07,6.4306
0.19121,0.014991,0,10.081,0.0026764,-6.3013e-07,6.3845
0.19953,0.01499,0,10.086,0.0037449,-7.0886e-07,6.3392
0.20785,0.01499,0,10.09,0.0050012,-7.9849e-07,6.295
0.21618,0.01499,0,10.094,0.0064812,-9.0112e-07,6.2522
0.22452,0.01499,0,10.098,0.0082287,-1.0186e-06,6.2114
0.23285,0.01499,0,10.102,0.010299,-1.1533e-06,6.1734
0.24118,0.01499,0,10.105,0.012761,-1.3076e-06,6.1389
0.24951,0.01499,0,10.108,0.015704,-1.4856e-06,6.1092
0.25784,0.01499,0,10.111,0.019242,-1.6904e-06,6.0858
0.26617,0.01499,0,10.112,0.023518,-1.9265e-06,6.0705
0.2745,0.01499,0,10.112,0.028722,-2.1981e-06,6.066
0.28283,0.01499,0,10.111,0.035103,-2.509e-06,6.0756
0.29116,0.014989,0,10.108,0.042994,-2.8607e-06,6.1039
0.29948,0.014989,0,10.103,0.052844,-3.2443e-06,6.1567
0.30781,0.014989,0,10.094,0.065283,-3.6399e-06,6.2421
0.31613,0.014989,0,10.081,0.081202,-3.9669e-06,6.3705
0.32445,0.014989,0,10.062,0.10191,-4.0879e-06,6.5563
0.33277,0.014988,0,10.035,0.12941,-3.547e-06,6.8187
0.34108,0.014989,0,9.9972,0.16686,-1.6996e-06,7.1833
0.34939,0.014999,0,9.945,0.21967,4.0752e-06,7.6826
0.35968,0.015076,0,9.8516,0.32616,2.5867e-05,8.5621
0.3577,0.01505,0,9.874,0.29759,1.7488e-05,8.3543
0.37434,0.015248,0,9.6622,0.61442,0.00013382,10.286
0.37434,0.015248,0,9.6622,0.61442,0.00013382,10.286
0.37434,0.015248,0,9.6622,0.61442,0.00013382,10.286
0.38269,0.01539,0,9.5372,0.94531,0.00028946,11.209
0.38269,0.01539,0,9.5372,0.94531,0.00028946,11.209
0.38269,0.01539,0,9.5372,0.94531,0.00028946,11.209
0.38269,0.01539,0,9.5372,0.94531,0.00028946,11.209
0.39111,0.015579,0,9.4915,1.5194,0.00051282,11.237
0.39111,0.015579,0,9.4915,1.5194,0.00051282,11.237
0.39961,0.015738,0,9.9303,2.332,0.00064053,5.4821
0.39961,0.015738,0,9.9303,2.332,0.00064053,5.4821
0.39961,0.015738,0,9.9303,2.332,0.00064053,5.4821
0.39961,0.015738,0,9.9303,2.332,0.00064053,5.4821
0.40806,0.01582,0,10.953,2.622,0.0013219,-6.5692
0.40976,0.015831,0,11.162,2.6046,0.0012143,-8.9493
0.40806,0.01582,0,10.953,2.622,0.0013219,-6.5692
0.40806,0.01582,0,10.953,2.622,0.0013219,-6.5692
0.41648,0.015863,0,11.799,2.3117,-0.00037072,-15.799
0.42487,0.015876,0,12.227,1.8148,-0.0030431,-20.514
0.42487,0.015876,0,12.227,1.8148,-0.0030431,-20.514
0.42487,0.015876,0,12.227,1.8148,-0.0030431,-20.514
0.42487,0.015876,0,12.227,1.8148,-0.0030431,-20.514
0.43304,0.015875,0,12.367,1.3523,-0.003413,-22.658
0.43324,0.016277,0,12.378,1.3375,-0.003174,-22.437
0.43371,0.015876,0,12.371,1.3178,-0.0034019,-22.776
0.43324,0.015874,0,12.369,1.3414,-0.0034105,-22.694
0.43324,0.015874,0,12.369,1.3414,-0.0034105,-22.694
0.43324,0.015874,0,12.369,1.3414,-0.0034105,-22.694
0.43324,0.015874,0,12.369,1.3414,-0.0034105,-22.694
0.44161,0.015873,0,12.329,0.93827,-0.0022736,-23.466
0.44151,0.015872,0,12.33,0.94231,-0.0022831,-23.464
0.44161,0.015873,0,12.329,0.93827,-0.0022736,-23.466
0.44161,0.015873,0,12.329,0.93827,-0.0022736,-23.466
0.44997,0.015801,0,12.122,0.59513,-0.000736,-23.531
0.44997,0.015801,0,12.122,0.59513,-0.000736,-23.531
0.44997,0.015801,0,12.122,0.59513,-0.000736,-23.531
0.45832,0.01586,0,11.918,0.32049,7.1581e-06,-23.08
0.45859,0.015862,0,11.911,0.31247,2.6052e-05,-23.059
0.46667,0.015899,0,11.702,0.095635,0.00047796,-22.356
0.47502,0.015861,0,11.492,-0.089058,0.00078906,-21.484
0.48336,0.015158,0,10.753,-0.2491,0.001948,-20.601
0.48336,0.015788,0,11.288,-0.24397,0.00097355,-20.472
0.48336,0.015788,0,11.288,-0.24397,0.00097355,-20.472
0.48336,0.015788,0,11.288,-0.24397,0.00097355,-20.472
0.49171,0.015918,0,11.337,-0.36922,0.00063409,-19.379
0.49171,0.015918,0,11.337,-0.36922,0.00063409,-19.379
0.49171,0.015918,0,11.337,-0.36922,0.00063409,-19.379
0.50005,0.015869,0,11.295,-0.47856,0.00048377,-18.221
0.50005,0.015869,0,11.295,-0.47856,0.00048377,-18.221
0.50005,0.015869,0,11.295,-0.47856,0.00048377,-18.221
0.50839,0.015863,0,11.306,-0.58232,0.00023021,-17.033
0.50839,0.015863,0,11.306,-0.58232,0.00023021,-17.033
0.50839,0.015863,0,11.306,-0.58232,0.00023021,-17.033
0.50839,0.015863,0,11.306,-0.58232,0.00023021,-17.033
0.51673,0.015883,0,11.313,-0.66398,3.5617e-05,-15.91
0.51673,0.015883,0,11.313,-0.66398,3.5617e-05,-15.91
0.51673,0.015883,0,11.313,-0.66398,3.5617e-05,-15.91
0.51673,0.015883,0,11.313,-0.66398,3.5617e-05,-15.91
0.52507,0.015877,0,11.328,-0.73647,-0.00015437,-14.7
0.52507,0.015877,0,11.328,-0.73647,-0.00015437,-14.7
0.52507,0.015877,0,11.328,-0.73647,-0.00015437,-14.7
0.52507,0.015877,0,11.328,-0.73647,-0.00015437,-14.7
0.53341,0.015876,0,11.33,-0.8027,-0.00029069,-13.474
0.54175,0.015864,0,11.313,-0.85984,-0.00038909,-12.227
0.55009,0.01585,0,11.283,-0.91114,-0.00045322,-10.972
0.55842,0.01583,0,11.221,-0.95771,-0.00046214,-9.6874
0.55842,0.01583,0,11.221,-0.95771,-0.00046214,-9.6874
0.55842,0.01583,0,11.221,-0.95771,-0.00046214,-9.6874
0.56676,0.015806,0,11.158,-1.0022,-0.00047822,-8.3473
0.56676,0.015806,0,11.158,-1.0022,-0.00047822,-8.3473
0.56676,0.015806,0,11.158,-1.0022,-0.00047822,-8.3473
0.57509,0.015775,0,11.067,-1.0488,-0.0004635,-6.8739
0.57509,0.015775,0,11.067,-1.0488,-0.0004635,-6.8739
0.57509,0.015775,0,11.067,-1.0488,-0.0004635,-6.8739
0.57509,0.015775,0,11.067,-1.0488,-0.0004635,-6.8739
0.58345,0.015733,0,10.918,-1.0971,-0.00043461,-5.0034
0.58345,0.015733,0,10.918,-1.0971,-0.00043461,-5.0034
0.58345,0.015733,0,10.918,-1.0971,-0.00043461,-5.0034
0.58345,0.015733,0,10.918,-1.0971,-0.00043461,-5.0034
0.59181,0.015679,0,10.713,-1.0855,-0.00042027,-2.3505
0.59181,0.015679,0,10.713,-1.0855,-0.00042027,-2.3505
0.59181,0.015679,0,10.713,-1.0855,-0.00042027,-2.3505
0.59181,0.015679,0,10.713,-1.0855,-0.00042027,-2.3505
0.60023,0.015581,0,10.503,-0.96251,-0.00036076,0.30797
0.60409,0.01513,0,10.414,-0.87844,-0.00034762,1.3004
0.60833,0.015,0,10.353,-0.77469,-0.00031405,2.0931
0.60833,0.015,0,10.353,-0.77469,-0.00031405,2.0931
0.61667,0.015,0,10.318,-0.60069,-0.00022523,2.5428
0.61667,0.015,0,10.318,-0.60069,-0.00022523,2.5428
0.61667,0.015,0,10.318,-0.60069,-0.00022523,2.5428
0.61667,0.015,0,10.318,-0.60069,-0.00022523,2.5428
0.625,0.015,0,10.312,-0.47663,-0.00015834,2.4166
0.625,0.015,0,10.312,-0.47663,-0.00015834,2.4166
0.625,0.015,0,10.312,-0.47663,-0.00015834,2.4166
0.65,0.016315,0,10.424,-0.26027,-6.5672e-05,1.7427
0.66666,0.015,0,10.417,-0.18807,-3.1696e-05,1.5065
0.66667,0.015,0,10.417,-0.18803,-3.1673e-05,1.5063
0.67918,0.015,0,10.429,-0.15327,-1.0829e-05,1.3378
0.675,0.015,0,10.426,-0.16327,-1.7063e-05,1.3877
0.69166,0.015,0,10.437,-0.12704,6.0938e-06,1.2057
0.69167,0.015,0,10.437,-0.12704,6.0964e-06,1.2057
0.70556,0.015,0,10.44,-0.10605,2.098e-05,1.0982
0.7,0.015,0,10.439,-0.11355,1.5457e-05,1.137
0.71667,0.015,0,10.44,-0.092831,3.1195e-05,1.0288
0.71667,0.015,0,10.44,-0.092831,3.1195e-05,1.0288
0.725,0.015,0,10.439,-0.084825,3.8e-05,0.98521
0.73333,0.015,0,10.437,-0.078019,4.4306e-05,0.94658
0.74167,0.015,0,10.434,-0.072208,5.0239e-05,0.91173
0.74167,0.015,0,10.434,-0.072208,5.0239e-05,0.91173
0.75833,0.015,0,10.428,-0.062953,6.1307e-05,0.84971
0.75833,0.015,0,10.428,-0.062953,6.1307e-05,0.84971
0.76667,0.015,0,10.425,-0.05927,6.658e-05,0.82121
0.76667,0.015,0,10.425,-0.05927,6.658e-05,0.82121
0.78333,0.015,0,10.417,-0.053343,7.6726e-05,0.76693
0.78333,0.015,0,10.417,-0.053343,7.6726e-05,0.76693
0.79444,0.015,0,10.412,-0.050271,8.3114e-05,0.73178
0.79167,0.015,0,10.413,-0.05096,8.1592e-05,0.74052
0.80833,0.015,0,10.405,-0.047094,9.0485e-05,0.68808
0.82083,0.015,0,10.399,-0.044848,9.6622e-05,0.64848
0.81667,0.015,0,10.401,-0.04553,9.4627e-05,0.66175
0.83333,0.015,0,10.393,-0.04298,0.00010245,0.60839
0.84583,0.015,0,10.388,-0.041491,0.00010779,0.56749
0.84167,0.015,0,10.39,-0.041943,0.00010608,0.58124
0.85556,0.015,0,10.383,-0.040511,0.0001116,0.53517
0.85833,0.02,0,10.58,-0.036797,8.4546e-05,0.52093
0.85833,0.015,0,10.382,-0.040247,0.00011265,0.52588
0.87167,0.015,0,10.377,-0.03919,0.0001171,0.48044
0.86667,0.015,0,10.379,-0.039554,0.00011554,0.49762
0.88056,0.015,0,10.373,-0.038593,0.00011967,0.44962
0.88333,0.015,0,10.372,-0.038415,0.00012044,0.43994
0.89667,0.015,0,10.367,-0.037702,0.00012351,0.39262
0.89167,0.015,0,10.369,-0.037948,0.00012246,0.41051
0.90556,0.015,0,10.364,-0.037298,0.0001252,0.36057
0.91042,0.015,0,10.362,-0.037099,0.00012601,0.34286
0.90833,0.015,0,10.363,-0.037178,0.0001257,0.3505
0.92976,0.015,0,10.356,-0.036448,0.00012853,0.27111
0.93583,0.015,0,10.355,-0.036282,0.00012914,0.24819
0.93333,0.015,0,10.355,-0.036345,0.00012892,0.25769
0.95,0.015,0,10.351,-0.03596,0.00013029,0.19401
0.96096,0.015,0,10.348,-0.035781,0.00013088,0.15132
0.95833,0.015,0,10.349,-0.035813,0.0001308,0.16165
0.975,0.015,0,10.345,-0.035631,0.00013094,0.096195
0.98742,0.015,0,10.343,-0.035655,0.00013362,0.048001
0.98333,0.015,0,10.344,-0.035696,0.00013233,0.063443
0,0.02,0,10,0,0,7.201
0.0083136,0.02,0,10,-0.00057875,-2.1888e-08,7.1988
0.016627,0.019999,0,10.001,-0.0011382,-4.375e-08,7.1913
0.024941,0.019999,0,10.002,-0.0016584,-5.8375e-08,7.1776
0.033255,0.019998,0,10.004,-0.0021227,-7.2e-08,7.1586
0.041568,0.019998,0,10.007,-0.0025221,-8.5125e-08,7.1352
0.049882,0.019997,0,10.009,-0.0028539,-9.8125e-08,7.1079
0.058195,0.019997,0,10.012,-0.003119,-1.1137e-07,7.0772
0.069849,0.019997,0,10.017,-0.0033752,-1.31e-07,7.0289
0.066509,0.019997,0,10.016,-0.0033195,-1.2512e-07,7.0435
0.079343,0.019996,0,10.022,-0.0035012,-1.4824e-07,6.9863
0.087311,0.019996,0,10.025,-0.0035488,-1.6379e-07,6.9486
0.083136,0.019996,0,10.023,-0.0035374,-1.5538e-07,6.9688
0.095211,0.019995,0,10.029,-0.0035456,-1.8044e-07,6.9096
0.09145,0.022367,0,10.027,-0.0041579,-1.7201e-07,6.9286
0.099764,0.022862,0,10.032,-0.0042746,-1.9043e-07,6.8865
0.099764,0.019995,0,10.031,-0.0035279,-1.905e-07,6.8867
0.1135,0.019994,0,10.039,-0.0033491,-2.2634e-07,6.8147
0.10808,0.019995,0,10.036,-0.0034415,-2.1125e-07,6.8435
0.11901,0.019994,0,10.042,-0.0032373,-2.4246e-07,6.7851
0.11639,0.021649,0,10.04,-0.0037521,-2.3433e-07,6.799
0.1247,0.019994,0,10.045,-0.0031015,-2.6e-07,6.7542
0.13302,0.019993,0,10.049,-0.0028424,-2.8888e-07,6.7083
0.14133,0.019993,0,10.054,-0.0025176,-3.2162e-07,6.6618
0.14965,0.019993,0,10.059,-0.0021203,-3.5825e-07,6.6148
0.15796,0.019992,0,10.063,-0.0016417,-3.9987e-07,6.5676
0.16627,0.019992,0,10.068,-0.0010705,-4.4713e-07,6.5201
0.17459,0.019991,0,10.073,-0.00039258,-5.0037e-07,6.4727
0.1829,0.019991,0,10.077,0.00040964,-5.6075e-07,6.4254
0.19121,0.019991,0,10.082,0.0013577,-6.2912e-07,6.3784
0.19953,0.01999,0,10.087,0.0024789,-7.0698e-07,6.332
0.20786,0.01999,0,10.091,0.0038077,-7.9562e-07,6.2865
0.21619,0.01999,0,10.096,0.0053851,-8.9662e-07,6.2421
0.22452,0.01999,0,10.1,0.0072628,-1.0115e-06,6.1994
0.23285,0.01999,0,10.104,0.0095064,-1.1421e-06,6.1591
0.24118,0.01999,0,10.107,0.012198,-1.2907e-06,6.1218
0.24951,0.01999,0,10.111,0.015444,-1.4601e-06,6.0886
0.25785,0.01999,0,10.113,0.01938,-1.6527e-06,6.0608
0.26618,0.01999,0,10.115,0.024181,-1.8709e-06,6.04
0.27451,0.01999,0,10.116,0.030076,-2.1169e-06,6.0286
0.28284,0.01999,0,10.116,0.037367,-2.3903e-06,6.0293
0.29116,0.01999,0,10.114,0.046457,-2.6885e-06,6.0461
0.29949,0.019989,0,10.111,0.057893,-2.993e-06,6.0839
0.30782,0.019989,0,10.104,0.072433,-3.2728e-06,6.1491
0.31614,0.019989,0,10.093,0.091138,-3.4314e-06,6.2502
0.32446,0.019989,0,10.078,0.11556,-3.2996e-06,6.3979
0.33278,0.019989,0,10.057,0.14798,-2.431e-06,6.6056
0.3411,0.019999,0,10.027,0.19203,-9.1423e-08,6.8883
0.34941,0.020047,0,9.9884,0.25362,5.7385e-06,7.2601
0.36538,0.020206,0,9.8845,0.46262,4.2759e-05,8.2261
0.35774,0.020143,0,9.9387,0.34229,1.8261e-05,7.728
0.36606,0.020768,0,9.8907,0.4764,4.4138e-05,8.1637
0.37445,0.023684,0,9.9178,0.6838,8.6046e-05,7.8356
0.37439,0.020305,0,9.821,0.67245,0.0001025,8.7723
0.38278,0.020462,0,9.798,0.98298,0.00021827,8.8902
0.38278,0.020462,0,9.798,0.98298,0.00021827,8.8902
0.38278,0.020462,0,9.798,0.98298,0.00021827,8.8902
0.38278,0.020462,0,9.798,0.98298,0.00021827,8.8902
0.38278,0.020462,0,9.798,0.98298,0.00021827,8.8902
0.39116,0.02057,0,9.8777,1.4221,0.00032358,7.6641
0.39116,0.02057,0,9.8777,1.4221,0.00032358,7.6641
0.39116,0.02057,0,9.8777,1.4221,0.00032358,7.6641
0.39969,0.02073,0,10.258,1.9105,0.00030908,2.9661
0.40809,0.020777,0,10.959,2.1121,0.00039879,-5.1858
0.40952,0.020785,0,11.08,2.0961,0.00043608,-6.5357
0.40809,0.020777,0,10.959,2.1121,0.00039879,-5.1858
0.41649,0.020815,0,11.622,1.9543,0.00064645,-12.493
0.41649,0.020815,0,11.622,1.9543,0.00064645,-12.493
0.41649,0.020815,0,11.622,1.9543,0.00064645,-12.493
0.41649,0.020815,0,11.622,1.9543,0.00064645,-12.493
0.41649,0.020815,0,11.622,1.9543,0.00064645,-12.493
0.41649,0.020815,0,11.622,1.9543,0.00064645,-12.493
0.42487,0.020837,0,12.063,1.6258,0.00084264,-17.08
0.42487,0.020837,0,12.063,1.6258,0.00084264,-17.08
0.42487,0.020837,0,12.063,1.6258,0.00084264,-17.08
0.43325,0.02085,0,12.31,1.2631,0.00051191,-19.704
